STT,Link chat,Loại việc,Hệ bài chữa,Gửi giáo án,Mã giáo án,Đường dẫn bài nộp,Trạng thái,Thời gian bắt đầu,Thời gian hoàn thành,Xưng hô
11,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009052987528&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Dam-Thuy-Ngan_Music-Club.docx,Đã làm,7:50,7:55,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100035570776707&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\YEN LINH + ART CLUB.docx|D:\HoangLong_Data\Download\YEN LINH + SCIENCE CLUB.docx|D:\HoangLong_Data\Download\YEN LINH + TRAVEL CLUB.docx|D:\HoangLong_Data\Download\YEN LINH + WALKING CLUB.docx,Đã làm,7:55,7:59,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100008708897889&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\ALO TÔ ĐÂY - MUSIC-CLUB-APTIS-SV .docx,Đã làm,7:55,8:00,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023670799995&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Ngoc-Minh-Food-club.docx,Đã làm,8:00,8:03,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100038094524436&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\TECHNOLOGY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-APTIS-SV.docx,Đã làm,8:00,8:05,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100033561860332&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 8,D:\HoangLong_Data\Download\Bài tập buổi 7 (1).docx|D:\HoangLong_Data\Download\Bài tập buổi 7 (2).docx,Đã làm,8:05,8:09,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100025471688558&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Không,,D:\HoangLong_Data\Download\Đề-26.docx,Đã làm,8:05,8:10,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100049782287975&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\DIỆU LINH- COMMUNITY CLUB.docx|D:\HoangLong_Data\Download\Diệu Linh- Home living.docx,Đã làm,8:20,8:24,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100024305798919&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Khánh Hoà Music Club.docx,Đã làm,8:20,8:25,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100076184441726&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Nguyễn-Anh-Minh-Television-club.docx|D:\HoangLong_Data\Download\Nguyễn-Anh-Minh-English-Club.docx,Đã làm,8:25,8:28,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010288321790&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\_MUSIC-CLUB-APTIS-SV .docx,Đã làm,8:25,8:30,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100049680133045&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-NGUYEN-THI-NGAN-B2.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-NGUYEN-THI-NGAN-B2.docx,Đã làm,8:40,8:40,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100017854815308&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 6,D:\HoangLong_Data\Download\Lệ-Thuỷ-COMMUNITY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\_Lệ-Thuỷ-HOME-LIVING.docx,Đã làm,8:40,8:41,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100016484982733&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Nguyễn Thị Hải Yến Television Club.docx|D:\HoangLong_Data\Download\Nguyễn Thị Hải Yến- English club 1.docx,Đã làm,8:42,8:45,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100076329818810&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Hoàng Mạnh Tiến - MUSIC CLUB.docx,Đã làm,8:42,8:47,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100093661307085&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Thảo Uyên+ MUSIC CLUB.docx,Đã làm,8:47,8:49,Anh - Em (Mặc định)
27,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100026477015156&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Nguyen-Thi-Huyen-MUSIC-CLUB.docx,Đã làm,8:47,8:51,Anh - Em (Mặc định)
28,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100070066466741&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Nguyễn Vạn Phú + MUSIC CLUB.docx,Đã làm,8:51,8:53,Anh - Em (Mặc định)
29,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100012761383044&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Tran Dam - MUSIC-CLUB.docx,Đã làm,8:51,8:54,Anh - Em (Mặc định)
30,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004578934175&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\NGUYỄN-PHƯƠNG-NHÀN-FITNESS-CLUB.docx|D:\HoangLong_Data\Download\NGUYỄN-PHƯƠNG-NHÀN-FOOD-CLUB.docx,Đã làm,8:55,8:58,Anh - Em (Mặc định)
31,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010573753199&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\HUYENNGUYEN_PHOTOGRAPHY-CLUB.docx|D:\HoangLong_Data\Download\HUYENNGUYEN_LANGUAGE-CLUB.docx,Đã làm,9:07,9:11,Anh - Em (Mặc định)
32,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009917891879&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC CLUB.docx,Đã làm,9:07,9:13,Anh - Em (Mặc định)
33,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004410223703&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\SITO LIEN PHAM_WRITING.docx,Đã làm,9:13,9:17,Anh - Em (Mặc định)
34,https://www.facebook.com/messages/t/1004130698942043,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\NATURE-CLUB.docx,Đã làm,9:13,9:18,Anh - Em (Mặc định)
35,https://www.facebook.com/messages/t/1007376512265316,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB-Lien.docx,Đã làm,9:18,9:21,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100022821272619&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Tran Thu Trang -  MUSIC-CLUB-APTIS-SV .docx,Đã làm,11:17,11:21,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&ir_qe_exposed=1&selected_item_id=100008060352185&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Tài liệu không có tiêu đề.docx|D:\HoangLong_Data\Download\Tài liệu không có tiêu đề (1).docx,Đã làm,11:17,11:22,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100024673243522&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\thiên phúc.docx,Đã làm,11:22,11:26,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100021693379538&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\1-SOCIAL-and-Technology-CLUB.docx,Đã làm,11:22,11:28,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100006247182885&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Đinh Lương Tiền - MUSIC-CLUB-APTIS-SV .docx,Đã làm,11:37,11:40,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100016667746318&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 9,D:\HoangLong_Data\Download\Lợi ích sống tp lớn.docx,Đã làm,11:37,11:41,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100013904687502&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Khánh-Linh-SOCIAL-CLUB.docx|D:\HoangLong_Data\Download\Khánh-Linh-TECHNOLOGY-CLUB.docx,Đã làm,11:41,11:45,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100007416542783&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\Dam Thi Ngoc Anh community club.docx,Đã làm,11:41,11:46,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100037264068304&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Television-club.docx|D:\HoangLong_Data\Download\ENGLISH-CLUB.docx,Đã làm,11:51,11:54,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100002565662336&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\BOOK CLUB - Writing - APTIS.docx,Đã làm,11:51,11:55,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100042786798211&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\SANG-SANG-FOOD-CLUB-APTIS-SV.docx,Đã làm,12:06,12:09,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100006688353786&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:06,12:08,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100030292508358&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:09,12:11,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100009568731128&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Trần-Vân-Anh-Music-club.docx,Đã làm,12:09,12:14,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100080759015626&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FASHION-CLUB.docx,Đã làm,22:44,22:47,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100075042691879&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Quý Lê + Walking-Club - APTIS SV.docx|D:\HoangLong_Data\Download\Quý Lê + TRAVEL-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Quý Lê + SCIENCE-CLUB - APTIS SV.docx|D:\HoangLong_Data\Download\Quý Lê + COMPUTER-CLUB - APTIS SV.docx|D:\HoangLong_Data\Download\Quý Lê + ART - CLUB - APTIS - SV.docx,Đã làm,22:44,22:49,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100027762161310&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Hằng Phạm -  SOCIAL - CLUB - APTIS SV.docx|D:\HoangLong_Data\Download\Hằng Phạm -  TECHNOLOGY-CLUB-APTIS-SV.docx,Đã làm,22:49,22:53,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100039964951261&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Không,,D:\HoangLong_Data\Download\7.docx,Đã làm,22:49,22:53,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100027775922210&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Bản sao của ENGLISH-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Bản sao của FITNESS-CLUB-APTIS-SV.docx,Đã làm,22:53,22:58,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100004895351746&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 3,"""D:\HoangLong_Data\Download\lê mạnh hùng.docx""",Đã làm,23:02,23:06,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100008708897889&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\ALO TÔ ĐÂY - TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ALO TÔ ĐÂY - ENGLISH-CLUB-APTIS-SV.docx,Đã làm,23:02,23:07,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100003577772480&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 5,D:\HoangLong_Data\Download\WT2-AI.docx,Đã làm,23:07,23:10,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100018099767790&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ART-CLUB-APTIS-SV-vanh.docx|D:\HoangLong_Data\Download\COMPUTER-CLUB-APTIS-SV-vanh.docx|D:\HoangLong_Data\Download\SCIENCE-CLUB-APTIS-SV-vanh.docx,Đã làm,23:07,23:12,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100011027400914&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Quang Tân_Technology Club.docx|D:\HoangLong_Data\Download\Quang Tân_Social Club.docx,Đã làm,23:12,23:16,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100041150974663&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Nguyễn-Ngọc-Mỹ-Music-Club.docx,Đã làm,23:12,23:18,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100054028025983&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Ma-Huong-Thao-Technology-club.docx|D:\HoangLong_Data\Download\Ma-Huong-Thao-Social-club.docx,Đã làm,23:18,23:22,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100012462972110&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SOCIAL-CLUB.docx|D:\HoangLong_Data\Download\TECHNOLOGY-CLUB.docx,Đã làm,23:18,23:23,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100021693379538&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\1-Community-and-Home-living.docx,Đã làm,23:23,23:25,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100017475283724&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\LANGUAGE.docx,Đã làm,23:23,23:26,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100034767378745&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\WRITING .docx|D:\HoangLong_Data\Download\WRITING  (1).docx,Đã làm,23:26,23:30,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100010288321790&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Bản sao của ENGLISH-CLUB-APTIS-SV (1).docx,Đã làm,23:26,23:32,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100011075207904&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Ngọc Trang- MUSIC CLUB-APTIS-SV .docx,Đã làm,23:32,23:35,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100003799660734&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Ngoc-Diep-Television-club.docx,Đã làm,23:32,23:36,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100008537224675&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Vân Anh MUSIC-CLUB-APTIS-SV .docx,Đã làm,20:36,20:39,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100008503980871&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\Phương-Ny-Community-club.docx|D:\HoangLong_Data\Download\Phương-Ny-Home-Living-club.docx,Đã làm,20:36,20:43,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100009187178952&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\PHOTOGRAPHY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\LANGUAGE-CLUB-APTIS-SV.docx,Đã làm,20:43,20:48,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100009052987528&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Đàm-Thuỷ-Ngân_FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Đàm-Thuỷ-Ngân-_FOOD-CLUB-APTIS-SV.docx,Đã làm,20:43,20:49,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100034618141956&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TLDG-Travel-Club.docx,Đã làm,20:49,20:52,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100015408426221&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\HOME-LIVING-Tichcuc.docx|D:\HoangLong_Data\Download\COMMUNITY-CLUB-Tichcuc.docx,Đã làm,20:49,20:53,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100026581372147&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\NGUYEN THI THUY HIEN ENGLISH-CLUB-APTIS-SV.docx,Đã làm,20:53,20:57,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100036851741214&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Phạm Thúy Duy + Sience club.docx|D:\HoangLong_Data\Download\Phạm Thúy Duy + Art club.docx,Đã làm,20:53,20:57,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100090244021491&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Đồng Khôi + FOOD CLUB + FITNESS CLUB.docx,Đã làm,20:57,21:00,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100050665755299&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Aanh-Thu-English-Club.docx|D:\HoangLong_Data\Download\Aanh-Thu-Television-Club.docx,Đã làm,20:57,21:02,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100007866737635&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB.docx,Đã làm,21:02,21:05,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100013906903080&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Huyền-Trang-English-club.docx|D:\HoangLong_Data\Download\Huyền-Trang-Television-club.docx,Đã làm,21:02,21:07,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100007879062985&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Hiep-Vũ-Computer-club.docx|D:\HoangLong_Data\Download\Hiệp-Vũ-ART-CLUB-APTIS-SV.docx,Đã làm,21:07,21:10,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/messenger?asset_id=397158984167026&selected_item_id=100041343142682&thread_type=FB_MESSAGE&mailbox_id=397158984167026,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\nguyen-thuc-ngoc-anh-televison-chữa-bài (1).docx,Đã làm,21:07,21:11,Anh - Em (Mặc định)
